id,job_id,service_id,service_name,service_description,price,duration,created_at
0015b041-e6e7-438e-a5fa-f86de8af7e45,4933eaa7-b305-4fe9-9de0-4138449a00af,8546f264-a074-4af7-a822-f442ba8d9a5a,Semi Annual Screen Cleaning,,25,1,2025-11-22 20:54:56.98411+00
00203284-f662-4024-8dbd-3816e9e90193,bb78587c-5ef4-44e9-8a37-8af67330d900,67937211-d276-48ca-8350-d84b7c28f5a1,Quarterly Interior Window Cleaning,,211,1,2025-11-06 17:49:55.31976+00
002761d6-1dec-4cb4-938d-4b190de5d732,ffd3b52d-ff85-407d-a952-6c2d3f38c9df,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,254,1,2025-09-27 15:13:09.180921+00
00285676-c037-47e0-8e33-5714cfa0b63c,783b9f19-d3f4-426e-8d27-100625fb33ed,67937211-d276-48ca-8350-d84b7c28f5a1,Quarterly Interior Window Cleaning,,91,1,2025-12-02 23:27:17.560205+00
003891c6-f512-4b99-ab12-72f82c81c654,c8d53021-7756-42aa-926e-35328bf81a1b,d3797b4f-af57-465b-99fc-21e9197ec474,Semi-Annual Gutter Cleaning,,206,2,2025-11-25 23:09:02.635803+00
005cc81c-1e21-4ee1-a8da-e1589f12adbc,b18d0259-a1de-4246-9c52-80a46fb2da0e,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,219,1,2025-10-07 21:43:06.431738+00
0065e855-3aa8-4849-9419-f0739f92568a,7aa6b8ee-5702-4d1b-b2ae-bec6eace9314,66991f40-fa20-44d0-88f4-d9d04308100b,Window Screen Cleaning,,30,1,2025-10-14 17:07:51.977208+00
0070545f-ff84-4516-8d0e-077bca2b0eb7,c288ee01-c3f9-4d79-94ba-d1d39ac08e21,c8b98321-b9b1-4e5b-9cec-e4920201d8a5,Quarterly Gutter Cleaning,,203,2,2025-11-04 21:33:34.169754+00
007283fe-d455-4775-9048-388ce6d77be4,3d1e8b95-31e0-4f8c-a185-d81ff57c6bc6,ed97b411-43a8-4e6b-b37f-9038caf499cc,Semi Annual Interior Window cleaning,,150,2,2025-11-24 22:28:02.166259+00
007f9a31-15e1-48f9-91ca-b71f2afc54dc,5dc7cce4-79c9-4d9e-b31d-e0d7a002e340,b7834b26-14e4-48a5-b099-879dfd4199a9,Hard Water Stain Removal,,650,2,2025-10-27 15:28:37.795044+00
0085aed2-600f-4ae1-b9e5-f16b0cc958a1,7bc7ad9f-e8d5-4138-8fda-981ac5849963,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,125,1,2025-09-20 15:47:13.167984+00
008cf89c-eae6-414d-a479-1a3df91ecc95,a0113445-9469-4732-8968-02fd08dab762,8be14bbe-00a1-4caa-bb8b-8c87de33d701,Partial house wash,,260,1,2025-11-12 22:25:27.171287+00
0099cea1-1021-4c10-b982-43fae7bf4876,ec15769f-f0da-426a-91a5-2f402188904e,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,279,1,2025-09-27 16:19:19.026838+00
009b33b1-6af7-4e7d-83bd-5418e728c40e,c47c5d8c-096a-4661-827b-771711d2228f,403d81cd-34b2-45b3-9c38-2069c5b4c888,Semi Annual Exterior Window Cleaning,,103,2,2025-10-20 23:58:50.957878+00
00aa81fd-baca-4597-bbd6-df8efdbb8fb5,f31b132f-4e26-49ab-879b-cae1fef4dedb,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,86,1,2025-12-02 23:27:17.560205+00
00b1b127-2ce8-49f1-a391-30db3858fd69,7d5ac50f-aa2b-49f4-bdcc-f1c8d5a64caa,ce0f5ea4-68ee-4545-b660-f4d6a816b442,Semi Annual Window Cleaning,,86,1,2025-10-14 22:08:23.871162+00
00b1eb36-08a0-48d5-865e-4534ce58364e,43ff2f72-2f3d-4f1b-b2e5-4de8089f1368,d4ddf9d3-fcb8-4388-8502-15b1a3939e51,Patio Pressure Washing,,69,1,2025-10-27 13:59:06.429333+00
00b83658-5f76-4081-a034-c61937f96b38,d9fe1634-5723-4d1a-b956-c987781e0b7f,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,59,1,2025-11-04 19:56:02.435752+00
00bbd5af-e132-407b-9ea5-f0f9c0da1fbf,01241606-7b7d-4fbf-bca3-9721a1b1720d,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,125,1,2025-09-19 16:16:31.119597+00
00beabcd-31ed-4a26-a714-ac838b603a89,6433bed0-19b3-4858-9182-5d7597cca955,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,461,1,2025-10-27 15:28:37.795044+00
00bfe0db-6112-4189-a5b8-3e78fa782d3e,532e9964-dbf8-4098-86ce-4c94cb339e56,0c8159c5-aa2d-4642-b350-34a8727eb381,Window Track Detailing,,125,1,2025-09-20 16:07:10.255735+00
00cf3019-0dd0-4cab-897a-92146ec0fa0b,b9698156-3e71-44dd-8ae1-e8b937294148,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,29,1,2025-11-04 20:26:28.607009+00
00d919b9-5c0a-488d-86b1-3be1acf83881,315313ef-b15b-4205-9d8d-943aa265d45a,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,64.95,1,2025-10-04 16:46:28.99294+00
00e52dd4-b4fc-4e92-94e0-e59694f403d1,c2a08bc5-fdcb-4360-ab36-1dece219453c,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,143,1,2025-10-03 23:04:10.569889+00
00e632c1-6c59-4eff-92fb-7d7219d49da7,1ab582aa-493b-44a8-810e-7ef6914c36d8,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,15,1,2025-11-04 17:28:28.874136+00
00efe336-2046-4b73-aba4-92eb6d2de5bb,ca1d9bf5-6255-4997-9531-d4d79b27da4e,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,279,1,2025-09-27 16:19:19.026838+00
00f8f1e9-d039-4401-a9e7-1727416b8b16,c958972e-f591-4b9e-b70f-c3c742c48a4b,66991f40-fa20-44d0-88f4-d9d04308100b,Window Screen Cleaning,,21,1,2025-11-04 17:28:28.874136+00
010858c3-37ae-466c-a2f2-7145556ac135,d40314f4-1f8a-4c2c-a186-989c82ec2c63,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,125,1,2025-09-20 16:36:02.68469+00
010d4d92-fc28-42b6-8004-905f512f5cb1,aa406617-6d22-4356-9a34-b2bade2ed623,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,11,1,2025-10-28 20:10:20.748694+00
012c6ba8-9d5e-4460-a459-94608f51d4b5,ab589873-44f6-48eb-9b41-a894a3456765,4fafa2f9-a0d6-471b-8dcb-b13103541053,Adjustments,,15,1,2025-10-29 20:33:07.029072+00
0135beab-66c8-466c-bc6c-86cf8f702b3a,7aeaab99-2110-4712-ae5b-307e67350c13,0cd2d694-8e78-422e-9508-4f734ee12ff2,interior window cleaning,,145,1,2025-11-14 18:30:01.013507+00
013adeec-b9db-462b-9cf7-eb9c1365d74b,cbd1e2d7-baa0-47b9-91cd-bcdd766ed2fd,8546f264-a074-4af7-a822-f442ba8d9a5a,Semi Annual Screen Cleaning,,21,1,2025-11-04 18:17:58.479559+00
013cd358-a1e7-4a47-962f-9c67dab7b907,e45348dd-7452-45d3-94e7-e4283a493cf0,cec7f462-0678-4f59-afec-4d16f581fc80,Charlie and Trish Hunton's Semi-Annual Window Cleaning Service,,171,1,2025-11-05 18:29:38.789696+00
01508924-2b0e-4a87-9854-b0415b3dcbd0,924b69ab-888c-44a2-b489-83eba2341c7d,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,124,1,2025-11-07 22:08:20.817726+00
0150b6c2-c007-4836-a781-839a4812c240,099f763f-3d25-4ab0-a145-8d5c618203bf,0cd2d694-8e78-422e-9508-4f734ee12ff2,interior window cleaning,,207,1,2025-12-02 18:46:52.046883+00
015382ab-4be1-4d8f-bb54-36a86eb63a3f,c1a75afd-5b12-4b9c-bbdc-7aa08422566d,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,181,1,2025-10-04 21:56:35.501319+00
015b9fca-626c-4863-bd7b-8b984344f977,39cf847e-e724-40f2-83e0-a0101f44650c,67937211-d276-48ca-8350-d84b7c28f5a1,Quarterly Interior Window Cleaning,,127,1,2025-10-27 14:16:11.821972+00
015d0de2-b0ee-48ee-8644-eeb96dcee934,ff5d4882-2fd9-4b3a-bece-c31d0f44bcbe,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,55,1,2025-10-09 21:13:40.27295+00
0165c7b4-dbac-437a-ae87-f2debb26ad3d,28e421e9-681e-4e02-8f96-ae954a3484c3,0c8159c5-aa2d-4642-b350-34a8727eb381,Window Track Detailing,,30,1,2025-10-27 13:59:06.429333+00
0166d31f-e117-49bd-8061-8b57bb1ba49e,ff93807f-9cc7-413c-8399-4e8a162ae353,5a035468-d44e-425b-b1cd-8476280963e3,Monthly Exterior Window Cleaning,,176,1,2025-11-21 22:52:31.71649+00
017f21c0-e179-460f-b94f-e9e285a8a2a4,acb27c60-d671-47df-972e-03803aac6cd7,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,314,1,2025-11-26 20:22:03.396786+00
017fdb34-3def-4f37-bf0c-efbe01386b03,1eeb604a-aaa2-4c74-a6f4-dcdd5be1a3c9,66991f40-fa20-44d0-88f4-d9d04308100b,Window Screen Cleaning,,8,1,2025-10-23 17:51:41.373783+00
01822ed0-741f-450c-ab5d-d3df7c3ebdb6,44681a49-64a3-4330-93ce-412c36bd1389,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,110,1,2025-10-29 20:33:07.029072+00
01850d5a-1b1b-463e-a156-7e8f29ca4ba6,50ccfdb8-098a-4707-8aa5-049212213cdc,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,176,1,2025-10-27 16:19:27.550027+00
01939d0d-ab15-4d2f-82c7-fc83d88633f6,75ea1bd0-8e39-493d-b53c-fe44a18323bb,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,186,1,2025-10-09 21:39:00.973161+00
019561fc-3b59-47f0-abf5-9599469978e0,9715a068-d95e-45b1-af87-cf4df4f11fee,403d81cd-34b2-45b3-9c38-2069c5b4c888,Semi Annual Exterior Window Cleaning,,457,2,2025-11-10 22:09:38.768649+00
019890f4-0cb0-486b-bfea-36a9385038b4,229af49c-651d-477b-84c6-a39a57e99931,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,125,1,2025-09-22 19:46:44.018481+00
01a26399-7359-46dc-a5f7-9c97ca08ce0a,342258b8-4e3e-47a8-90b6-8f9c5898ad21,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,247,1,2025-10-17 22:46:00.040042+00
01a647be-7300-4a7f-b677-30ffed8b7b1b,cc4552a1-d019-4051-a5ac-ff0788e4025f,21e68070-1a06-4ffe-9725-fd29fcf9cea0,Brian Nakamura 1 Time Window Cleaning Service,,143,1,2025-12-01 14:36:53.943834+00
01b9d87d-6771-408c-b2b6-66b4f83671db,d29f5f1f-6d74-41c1-b2a6-601c19eda5c8,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,13,1,2025-12-02 23:27:17.560205+00
01becc77-fabf-4dc2-8312-41e144f09748,000e594c-e7a5-4f02-a660-a034caa64002,0c8159c5-aa2d-4642-b350-34a8727eb381,Window Track Detailing,,14,1,2025-12-02 15:41:02.420709+00
01c928a9-399d-4740-a2dc-dccc92555501,56de63b2-87c2-4b73-8aac-5c628d836989,0c8159c5-aa2d-4642-b350-34a8727eb381,Window Track Detailing,,125,1,2025-09-19 17:33:35.808838+00
01d55d6f-d0b4-4061-91f0-61e9b9e3c7b2,39b06462-5ae9-41fa-ae25-f82e8646d19d,66991f40-fa20-44d0-88f4-d9d04308100b,Window Screen Cleaning,,125,1,2025-09-20 16:59:57.765317+00
01dbfd56-8ecd-4d25-b161-ffe8ab26dded,4a1c2373-1bbf-4a22-8e74-d2e3b6938302,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,59,1,2025-11-04 19:56:02.435752+00
01e00f79-f6e6-4a5d-94ca-b145c7228952,22f58c49-71d4-4dd2-984b-38415fc6c7e8,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,125,1,2025-10-31 17:50:12.703808+00
01ee0d71-ffd3-44c0-859f-b1e30c94a974,56a11716-abf9-4fb6-a797-de55cc613d6a,d4ddf9d3-fcb8-4388-8502-15b1a3939e51,Patio Pressure Washing,,125,1,2025-09-19 17:16:28.646185+00
01ee5ee8-f7a5-4a34-b57b-5fc813509106,6cc1f6fe-a7b6-4565-8cba-3b9309558ea2,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,140.73,1,2025-11-03 17:34:15.056943+00
020ad0cc-1e7e-42de-81e5-262c055637da,4f06ea53-e8b5-479c-9dc7-3133a7ca0fc4,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,175,1,2025-10-22 20:18:55.699805+00
020d6d1c-48ce-44fc-8755-aab8f79a2a5d,8d303a3e-03ae-4682-8dff-f5ebb5bb049b,51189256-4f95-4d9c-b64a-bd991bffd2e0,Gutter Repair,,180,1,2025-11-03 17:59:41.985599+00
02111a47-6de8-46d6-bb4e-50ebed3090e6,f73686f1-2f78-4574-ac67-ffd6ecf74c3d,903822ee-bb18-45a0-8f9c-35253ba36792,Kelly Daniel's 1 Time Screen Cleaning Service,,18,1,2025-11-03 17:46:30.286561+00
02206741-7a41-4e28-9048-1c597f44214f,d17d53ea-83fc-49cb-8f74-67ca21a4f8c1,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,104,1,2025-11-03 22:09:23.517159+00
023076ed-96ca-4589-a885-dcef757fb5f4,784743b5-6469-41bc-9401-12f93a63b5b6,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,125,1,2025-09-20 17:33:09.756243+00
0234fd2f-7812-4b6b-a0db-8fbc186bf63d,f8c08626-c390-467a-ad84-739637cc86bc,56861eb9-a4bd-45dd-9944-dd6aa177f488,Hard water stain removal,,35,1,2025-11-18 17:12:08.986789+00
023cec9a-6796-4031-ac0b-f12377b19445,c158a7a7-ba03-4e16-b11e-e65f79e3e84a,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,143,1,2025-10-03 23:04:10.569889+00
02425e1c-17cc-4145-99a3-123181d122f3,94320167-ad1c-4663-bf84-86895ce7a140,e650a313-d4b9-4dc0-a8e3-c662993eec1a,Quarterly Window Cleaning,,229,1,2025-11-04 20:27:03.593398+00
0249e806-5b0b-4139-b754-ef1815b9364b,87deeb94-6326-4331-b6d2-fb1f12193776,67937211-d276-48ca-8350-d84b7c28f5a1,Quarterly Interior Window Cleaning,,164,1,2025-11-26 20:22:03.396786+00
0252aab3-76c6-4597-8907-39b3f2bf492f,10d3269f-51a6-4f29-ba23-f209400a1625,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,98.51,1,2025-09-27 16:10:35.370112+00
025b487c-b35e-4d1b-9a01-8a78d2a4e71e,182f0c0a-695a-42aa-9af3-30521e8278de,0cd2d694-8e78-422e-9508-4f734ee12ff2,interior window cleaning,,145,1,2025-11-14 18:30:01.013507+00
026501d8-641c-4663-98ea-2deee2b00fbf,075b8dea-9db4-4762-b121-66c4936f15fb,0cd2d694-8e78-422e-9508-4f734ee12ff2,interior window cleaning,,207,1,2025-12-02 18:46:52.046883+00
02699c66-b50e-40ed-b243-52b1d2ff9475,6e10d48c-df2c-46e4-9e7e-6f37daef25db,f9e997c8-4534-4c78-878c-9546b57e8ee6,Quarterly Exterior Window Cleaning,,86,1,2025-12-02 23:27:17.560205+00
02746f48-ddac-4a44-a1e6-43f6633674d8,a7300e30-a5a6-430d-bf23-396097d7f60f,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,181,1,2025-10-04 21:56:35.501319+00
028479f7-c8b9-4295-9c16-93292568f8d2,c5673a69-2b1b-4033-8622-e15e291c2e0a,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,59,1,2025-11-04 19:56:02.435752+00
02934f3b-a4be-4f61-b552-0a755f2630ab,1ee2f628-b20c-4366-a731-ba3b3373c521,66991f40-fa20-44d0-88f4-d9d04308100b,Window Screen Cleaning,,125,1,2025-09-20 18:12:53.85032+00
0298084a-5e09-4291-8a34-c29f4be79e42,b2b527eb-d812-4f76-bc47-09001978d49a,c8b98321-b9b1-4e5b-9cec-e4920201d8a5,Quarterly Gutter Cleaning,,157,2,2025-10-13 19:13:26.529357+00
029a003e-86ee-4ba3-87cf-016227c95373,0f23b370-9281-4766-a33b-20fe53392154,004841e2-f15b-4db4-9b9f-69b35b1bdaa7,Jeff Pozmantier's Semi-Annual Screen Cleaning Service,,42,1,2025-10-28 21:28:04.649559+00
02a76758-a827-426f-ba4f-28789a5dae15,97d7872d-b8f0-42d3-8e5d-fe41e6618c7c,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,11,1,2025-10-28 20:10:20.748694+00
02abd46a-fdcd-4351-9f62-45ca56809d3e,12c55fab-bd48-46f4-94d3-33e64ac6ecee,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,125,1,2025-09-20 16:21:43.906138+00
02b07b44-06c2-4f2c-a89a-3aa55fcee003,0694bc00-aa69-4f4e-ae66-21e7afe1f56e,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,318,1,2025-11-18 18:31:57.575965+00
02b68e4b-8692-4282-b345-4f53a0c46e33,340713a3-8f2a-4aab-b4eb-b39e7c8f8f56,e650a313-d4b9-4dc0-a8e3-c662993eec1a,Quarterly Window Cleaning,,124,2,2025-10-10 18:06:39.955528+00
02bd0a5c-f203-4583-a92e-5790ba3dea3d,b41f810f-9d01-4033-9599-cc76250a510e,403d81cd-34b2-45b3-9c38-2069c5b4c888,Semi Annual Exterior Window Cleaning,,276,2,2025-10-22 21:48:50.548252+00
02c695a0-b492-4a03-89a7-02b37301b8d7,9b3dd714-d989-47c6-a1e7-8d64ed9e4ed3,67937211-d276-48ca-8350-d84b7c28f5a1,Quarterly Interior Window Cleaning,,233,1,2025-10-27 13:59:06.429333+00
02dba0ac-13e3-4072-a2c3-4b6c4ac13afe,71ffe130-ea0f-4481-b33d-5190635e8f52,5a035468-d44e-425b-b1cd-8476280963e3,Monthly Exterior Window Cleaning,,65,1,2025-11-03 22:41:39.781536+00
02dbe885-edeb-4b6e-9380-2b6d53982541,9ede6b95-5a9a-4a1b-919a-877cc7202bfa,45c1e627-5d03-4841-abdf-a84c50ab142f,Semi Annually Window Cleaning,,185,1,2025-12-02 22:57:17.187846+00
02e18539-b8bc-42ee-84f4-4f032b345c3c,5e3e1c50-62dc-4095-b130-f4cf415f6427,e650a313-d4b9-4dc0-a8e3-c662993eec1a,Quarterly Window Cleaning,,229,1,2025-11-04 20:27:03.593398+00
02e22260-738d-4fd5-bbd0-0f28ecb025a4,d38e9237-a357-468f-8622-b4c7820f3618,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,14,1,2025-10-18 15:32:09.294882+00
02e8a4e0-4ba1-40e8-b328-053cb883a270,2b2fc1cd-6f3d-46dd-bd2b-0a3cf02cce0e,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,15,1,2025-11-04 17:28:28.874136+00
02e914e2-00d1-44ec-ac1e-73622b0fca82,dfdc9831-80ad-4186-b685-88ca0a6df629,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,125,1,2025-09-20 16:07:10.255735+00
02ecb819-5974-4025-ba46-4694c8b943ac,d16c910d-85f0-48c7-a215-4dbb3d8c99c3,d08b289b-5ba3-4e48-b011-b2033f2ed623,Exterior Window Cleaning,,143,1,2025-10-07 15:53:11.952885+00
02ece099-daad-42f9-be37-3a7438b0c2d5,937af8eb-f3af-4795-b40a-593af2055fec,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,249,1,2025-10-01 18:55:06.512662+00
02fbe751-b7e5-40ad-8f81-44551fa7ac57,0b5192d8-7c33-422b-8b72-9c7850e50fe2,403d81cd-34b2-45b3-9c38-2069c5b4c888,Semi Annual Exterior Window Cleaning,,103,2,2025-10-20 23:58:50.957878+00
02ffc45e-d873-4adf-83f9-90fb31e147ec,519be542-d5ef-499f-b3b9-e87693657def,0c8159c5-aa2d-4642-b350-34a8727eb381,Window Track Detailing,,43,1,2025-11-13 23:15:51.86626+00
0300e6bc-33f0-4ba7-bf13-374e9a147dde,b7920178-fd43-4e11-b683-c20b058e4ed7,b4e24cc9-7c2d-4478-81a3-6fc12e1a5d1d,Quarterly Track Detailing,,29,1,2025-11-04 20:26:28.607009+00
03043b7a-9bcc-43ac-a7ab-e7568756d018,9bf41699-bf73-46f7-8bcb-a2b16dce7a73,f02b1636-b267-416d-83b7-f896e1db31dd,Gutter Cleaning,,126,1,2025-10-25 17:41:55.054787+00
0314fcda-4675-47c7-885a-f5ef83d82011,454f7857-1692-48b0-b8d1-e32055b034d8,0c8159c5-aa2d-4642-b350-34a8727eb381,Window Track Detailing,,43,1,2025-10-27 14:16:11.821972+00
